Question,Segment Type,Segment Description,Answer,Count,Percentage
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Instagram,40,0.301
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Snapchat,8,0.06
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Twitter,8,0.06
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),None,59,0.444
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Facebook,16,0.188
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Instagram,26,0.306
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Snapchat,2,0.024
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Twitter,6,0.071
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),None,35,0.412
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Facebook,13,0.127
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Instagram,28,0.275
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Snapchat,3,0.029
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Twitter,12,0.118
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),None,46,0.451
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Facebook,12,0.133
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Instagram,36,0.4
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Snapchat,2,0.022
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Twitter,6,0.067
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),None,34,0.378
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Facebook,23,0.235
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Instagram,27,0.276
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Snapchat,2,0.02
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Twitter,7,0.071
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),None,39,0.398
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Facebook,19,0.184
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Instagram,32,0.311
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Snapchat,7,0.068
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Twitter,9,0.087
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),None,36,0.35
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Facebook,12,0.14
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Instagram,27,0.314
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Snapchat,1,0.012
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Twitter,5,0.058
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),None,41,0.477
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Facebook,25,0.243
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Instagram,26,0.252
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Snapchat,2,0.019
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Twitter,6,0.058
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),None,44,0.427
What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Facebook,167,0.16
What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Instagram,321,0.307
What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Snapchat,38,0.036
What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Twitter,76,0.073
What social platform has influenced your online shopping most?,Custom,grow up speaking? English,None,443,0.424
What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Facebook,198,0.214
What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Instagram,299,0.323
What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Snapchat,37,0.04
What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Twitter,68,0.073
What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",None,325,0.351
What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Facebook,37,0.308
What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Instagram,40,0.333
What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Snapchat,2,0.017
What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Twitter,6,0.05
What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,None,35,0.292
What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Facebook,80,0.175
What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Instagram,150,0.329
What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Snapchat,15,0.033
What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Twitter,33,0.072
What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,None,178,0.39
What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Facebook,180,0.227
What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Instagram,291,0.366
What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Snapchat,18,0.023
What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Twitter,47,0.059
What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,None,258,0.325
What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Facebook,45,0.238
What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Instagram,58,0.307
What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Snapchat,6,0.032
What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Twitter,8,0.042
What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,None,72,0.381
What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Facebook,43,0.204
What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Instagram,74,0.351
What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Snapchat,4,0.019
What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Twitter,20,0.095
What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,None,70,0.332
What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Facebook,20,0.217
What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Instagram,34,0.37
What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Snapchat,3,0.033
What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Twitter,1,0.011
What social platform has influenced your online shopping most?,Custom,closely identify as? Other,None,34,0.37
What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Facebook,2,0.154
What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Instagram,6,0.462
What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Snapchat,0,0.0
What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Twitter,2,0.154
What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,None,3,0.231
What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Facebook,186,0.223
What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Instagram,291,0.349
What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Snapchat,19,0.023
What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Twitter,54,0.065
What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,None,284,0.341
What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Facebook,144,0.196
What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Instagram,241,0.327
What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Snapchat,27,0.037
What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Twitter,60,0.082
What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,None,264,0.359
What social platform has influenced your online shopping most?,Custom,I'm in? Other,Facebook,3,0.158
What social platform has influenced your online shopping most?,Custom,I'm in? Other,Instagram,6,0.316
What social platform has influenced your online shopping most?,Custom,I'm in? Other,Snapchat,2,0.105
What social platform has influenced your online shopping most?,Custom,I'm in? Other,Twitter,0,0.0
What social platform has influenced your online shopping most?,Custom,I'm in? Other,None,8,0.421
What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Facebook,7,0.171
What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Instagram,13,0.317
What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Snapchat,4,0.098
What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Twitter,3,0.073
What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,None,14,0.341
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Facebook,23,0.187
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Instagram,37,0.301
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Snapchat,6,0.049
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Twitter,6,0.049
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",None,51,0.415
What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,Facebook,347,0.222
What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,Instagram,502,0.321
What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,Snapchat,47,0.03
What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,Twitter,99,0.063
What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,None,571,0.365
What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Facebook,9,0.188
What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Instagram,15,0.313
What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Snapchat,1,0.021
What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Twitter,4,0.083
What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,None,19,0.396
What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Facebook,13,0.138
What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Instagram,41,0.436
What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Snapchat,3,0.032
What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Twitter,8,0.085
What social platform has influenced your online shopping most?,Custom,closely identify as? Black,None,29,0.309
What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Facebook,8,0.154
What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Instagram,11,0.212
What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Snapchat,3,0.058
What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Twitter,4,0.077
What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,None,26,0.5
What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Facebook,98,0.166
What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Instagram,164,0.277
What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Snapchat,16,0.027
What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Twitter,44,0.074
What social platform has influenced your online shopping most?,Custom,in Greek life? No!,None,270,0.456
What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,Facebook,313,0.215
What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,Instagram,546,0.375
What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,Snapchat,38,0.026
What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,Twitter,93,0.064
What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,None,467,0.321
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Facebook,20,0.222
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Instagram,33,0.367
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Snapchat,1,0.011
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Twitter,7,0.078
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,None,29,0.322
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Facebook,267,0.247
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Instagram,368,0.34
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Snapchat,33,0.03
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Twitter,58,0.054
What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,None,356,0.329
What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Facebook,5,0.192
What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Instagram,5,0.192
What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Snapchat,1,0.038
What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Twitter,4,0.154
What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,None,11,0.423
What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Facebook,76,0.176
What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Instagram,157,0.363
What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Snapchat,10,0.023
What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Twitter,34,0.079
What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,None,156,0.36
What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Facebook,1,0.03
What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Instagram,18,0.545
What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Snapchat,2,0.061
What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Twitter,4,0.121
What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,None,8,0.242
What social platform has influenced your online shopping most?,Custom,games a lot? No,Facebook,14,0.147
What social platform has influenced your online shopping most?,Custom,games a lot? No,Instagram,27,0.284
What social platform has influenced your online shopping most?,Custom,games a lot? No,Snapchat,3,0.032
What social platform has influenced your online shopping most?,Custom,games a lot? No,Twitter,6,0.063
What social platform has influenced your online shopping most?,Custom,games a lot? No,None,45,0.474
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Facebook,1,0.077
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Instagram,3,0.231
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Snapchat,0,0.0
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Twitter,0,0.0
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",None,9,0.692
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Facebook,7,0.085
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Instagram,18,0.22
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Snapchat,1,0.012
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Twitter,4,0.049
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",None,52,0.634
What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Facebook,9,0.29
What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Instagram,12,0.387
What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Snapchat,1,0.032
What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Twitter,1,0.032
What social platform has influenced your online shopping most?,Custom,What's your major? Languages,None,8,0.258
What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Facebook,3,0.136
What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Instagram,11,0.5
What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Snapchat,0,0.0
What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Twitter,1,0.045
What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,None,7,0.318
What social platform has influenced your online shopping most?,Custom,What's your major? History,Facebook,8,0.205
What social platform has influenced your online shopping most?,Custom,What's your major? History,Instagram,12,0.308
What social platform has influenced your online shopping most?,Custom,What's your major? History,Snapchat,2,0.051
What social platform has influenced your online shopping most?,Custom,What's your major? History,Twitter,0,0.0
What social platform has influenced your online shopping most?,Custom,What's your major? History,None,17,0.436
What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Facebook,98,0.205
What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Instagram,168,0.351
What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Snapchat,13,0.027
What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Twitter,25,0.052
What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",None,174,0.364
What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Facebook,145,0.193
What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Instagram,205,0.273
What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Snapchat,25,0.033
What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Twitter,54,0.072
What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,None,322,0.429
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Facebook,31,0.242
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Instagram,32,0.25
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Snapchat,3,0.023
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Twitter,7,0.055
What social platform has influenced your online shopping most?,Custom,What's your major? Other,None,55,0.43
What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Facebook,18,0.175
What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Instagram,32,0.311
What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Snapchat,3,0.029
What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Twitter,8,0.078
What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),None,42,0.408
What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Facebook,5,0.116
What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Instagram,16,0.372
What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Snapchat,1,0.023
What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Twitter,6,0.14
What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,None,15,0.349
What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Facebook,4,0.174
What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Instagram,5,0.217
What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Snapchat,3,0.13
What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Twitter,5,0.217
What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,None,6,0.261
What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Facebook,14,0.304
What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Instagram,9,0.196
What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Snapchat,2,0.043
What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Twitter,2,0.043
What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,None,19,0.413
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Facebook,49,0.257
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Instagram,65,0.34
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Snapchat,7,0.037
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Twitter,10,0.052
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,None,60,0.314
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Facebook,66,0.258
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Instagram,81,0.316
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Snapchat,6,0.023
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Twitter,13,0.051
What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,None,90,0.352
What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Facebook,320,0.207
What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Instagram,499,0.323
What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Snapchat,45,0.029
What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Twitter,105,0.068
What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,None,574,0.372
What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Facebook,12,0.179
What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Instagram,24,0.358
What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Snapchat,5,0.075
What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Twitter,1,0.015
What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,None,25,0.373
What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Facebook,92,0.253
What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Instagram,123,0.339
What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Snapchat,9,0.025
What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Twitter,27,0.074
What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,None,112,0.309
What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic,Facebook,20,0.177
What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic,Instagram,38,0.336
What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic,Snapchat,3,0.027
What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic,Twitter,11,0.097
What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic,None,41,0.363
What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Facebook,160,0.224
What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Instagram,183,0.256
What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Snapchat,27,0.038
What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Twitter,40,0.056
What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,None,304,0.426
What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Facebook,18,0.261
What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Instagram,19,0.275
What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Snapchat,1,0.014
What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Twitter,3,0.043
What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,None,28,0.406
What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Facebook,15,0.158
What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Instagram,35,0.368
What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Snapchat,1,0.011
What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Twitter,1,0.011
What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,None,43,0.453
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Facebook,147,0.202
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Instagram,239,0.328
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Snapchat,12,0.016
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Twitter,56,0.077
What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",None,274,0.376
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Facebook,88,0.209
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Instagram,156,0.37
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Snapchat,9,0.021
What social platform has influenced your online shopping most?,Custom,What's your major? Other,Twitter,26,0.062
What social platform has influenced your online shopping most?,Custom,What's your major? Other,None,143,0.339
What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Facebook,38,0.232
What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Instagram,58,0.354
What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Snapchat,4,0.024
What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Twitter,8,0.049
What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,None,56,0.341
What social platform has influenced your online shopping most?,Custom,I'm in? College,Facebook,499,0.215
What social platform has influenced your online shopping most?,Custom,I'm in? College,Instagram,781,0.336
What social platform has influenced your online shopping most?,Custom,I'm in? College,Snapchat,74,0.032
What social platform has influenced your online shopping most?,Custom,I'm in? College,Twitter,151,0.065
What social platform has influenced your online shopping most?,Custom,I'm in? College,None,820,0.353
What social platform has influenced your online shopping most?,Custom,I'm in? High School,Facebook,29,0.105
What social platform has influenced your online shopping most?,Custom,I'm in? High School,Instagram,96,0.347
What social platform has influenced your online shopping most?,Custom,I'm in? High School,Snapchat,14,0.051
What social platform has influenced your online shopping most?,Custom,I'm in? High School,Twitter,32,0.116
What social platform has influenced your online shopping most?,Custom,I'm in? High School,None,106,0.383
What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Facebook,231,0.194
What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Instagram,368,0.309
What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Snapchat,39,0.033
What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Twitter,78,0.065
What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",None,476,0.399
What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Facebook,132,0.196
What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Instagram,213,0.317
What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Snapchat,22,0.033
What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Twitter,36,0.054
What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,None,269,0.4
What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Facebook,3,0.143
What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Instagram,5,0.238
What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Snapchat,3,0.143
What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Twitter,2,0.095
What social platform has influenced your online shopping most?,Custom,Are you? Muslim,None,8,0.381
